p_val avg_log2FC pct.1 pct.2 p_val_adj
ZBTB38 1.1706384374615e-14 -0.362378359500877 0.184 0.352 4.28313191498412e-10
RPS6KA3 1.17542912425874e-14 -0.429132691023829 0.165 0.315 4.30066007983789e-10
MEF2C-AS1 1.23365140235739e-14 -0.519541946717882 0.237 0.38 4.51368375094521e-10
ZFYVE9 1.28388633718451e-14 -0.346861951654607 0.182 0.34 4.69748333049067e-10
OSBPL1A 1.29062141734213e-14 -0.157726624670447 0.358 0.541 4.72212564177138e-10
ZBTB7A 1.30236118630367e-14 -0.484711694352422 0.175 0.339 4.76507910844787e-10
TET3 1.30260724836631e-14 -0.35816780762001 0.133 0.294 4.76597940032265e-10
RGS7BP 1.34287823946602e-14 -0.684132723464834 0.135 0.26 4.91332290255829e-10
UNC13A 1.35827677522152e-14 -0.687180209753219 0.144 0.285 4.96966306518048e-10
CSMD1 1.37734918301673e-14 -0.506325323935263 0.417 0.559 5.03944519082161e-10
ACACA 1.47118807997496e-14 -0.161328278141162 0.303 0.478 5.38278294701239e-10
DYNLL1 1.50026444212943e-14 0.839224345844142 0.323 0.323 5.48916754086317e-10
FGF14 1.56912682990856e-14 -0.475283340592904 0.38 0.506 5.74112124526944e-10
LDLRAD4 1.61821874902717e-14 -0.342259651606961 0.347 0.509 5.9207387589406e-10
CAST 1.61954254283496e-14 -0.51024726886854 0.113 0.259 5.92558225572456e-10
CACNA1E 1.68895552702399e-14 -0.644562637912442 0.155 0.279 6.17955048227537e-10
LGI1 1.70864993670581e-14 -0.582126194844159 0.121 0.272 6.25160838841922e-10
UNC5D 1.71097095884938e-14 -0.713016750169111 0.236 0.349 6.2601005442381e-10
TUSC3 1.73014759298748e-14 -0.648181981453413 0.146 0.274 6.33026401322258e-10
MTMR3 1.87971229668242e-14 -0.354855798218617 0.121 0.284 6.87749135110166e-10
CSMD3 2.17648031815605e-14 -0.547097245210834 0.308 0.424 7.96330618806936e-10
REPS1 2.21496851782237e-14 -0.304414591016777 0.205 0.373 8.10412681300849e-10
RSRC1 2.31940138915322e-14 -0.336370297251505 0.136 0.297 8.48622580263380e-10
TMCC1 2.32628951444458e-14 -0.178661431985849 0.322 0.493 8.51142807544982e-10
SMAP1 2.50680134760528e-14 -0.297742003061905 0.165 0.328 9.17188477061818e-10
SLC1A3 2.52770071397414e-14 -0.861797357561965 0.233 0.337 9.24835137228859e-10
RNF38 2.66548673431729e-14 -0.216691165044462 0.185 0.368 9.7524828635201e-10
DLGAP1 2.72403709640888e-14 -0.39286686647076 0.425 0.554 9.96670692834082e-10
USP11 2.73765325448648e-14 -0.543173669849662 0.155 0.307 1.00165257275151e-09
SERINC3 2.77616879459039e-14 -0.497511119513048 0.164 0.329 1.01574463856473e-09
SCN3B 2.83873049829903e-14 -0.882819097156702 0.137 0.264 1.03863471471765e-09
PPP2R1A 2.9236100780665e-14 -0.43898535456179 0.141 0.304 1.06969045536297e-09
PKNOX2 2.95508221584558e-14 -0.643127893221188 0.167 0.292 1.08120548113358e-09
OSBPL3 3.07420648993096e-14 -0.61219668429886 0.156 0.281 1.12479067053594e-09
ITPR1 3.14664630038748e-14 -0.571764767502982 0.21 0.329 1.15129494838577e-09
IREB2 3.17631588243596e-14 -0.309694571054397 0.107 0.266 1.16215045506567e-09
ST7 3.25220228914626e-14 -0.545957095678253 0.124 0.258 1.18991577355283e-09
CSNK1G1 3.31337847885648e-14 -0.519232837831876 0.115 0.26 1.21229891784401e-09
PIK3R1 3.31943934246791e-14 -0.230352457201347 0.308 0.481 1.21451646662216e-09
LRPPRC 3.59553794098593e-14 -0.324396646221272 0.153 0.317 1.31553542184793e-09
JAK2 3.69060547885146e-14 -0.535751644614455 0.12 0.265 1.35031873260217e-09
PI4KA 3.84045634623351e-14 -0.244861042253961 0.291 0.457 1.40514616795992e-09
ADD3 4.14459108895048e-14 -0.264138031702874 0.264 0.451 1.5164229876252e-09
DGKB 4.3743039228353e-14 -0.507468213586329 0.268 0.396 1.60047031928698e-09
PPP2CA 4.38262344003278e-14 -0.39244002518884 0.111 0.265 1.60351426423919e-09
RNF11 4.61616047321453e-14 -0.521279042734824 0.154 0.311 1.68896079393973e-09
DPP8 4.93730515918357e-14 -0.368258999721551 0.145 0.309 1.80646121164208e-09
PDZD2 5.18263571348328e-14 -0.418593612316946 0.195 0.347 1.89622275484926e-09
SUPT3H 5.36608742398827e-14 -0.296676815842466 0.304 0.454 1.96334406668883e-09
XIAP 5.41512989989372e-14 -0.433337804736923 0.115 0.269 1.98128772777312e-09
DKK3 5.5076058490322e-14 -0.503566758734904 0.201 0.351 2.0151228280439e-09
CPLANE1 5.70487876389821e-14 -0.203895875718387 0.197 0.369 2.08730104213508e-09
ZMAT3 5.85368308887833e-14 -0.655990519995651 0.13 0.271 2.1417455685588e-09
APPL2 5.93595618077221e-14 -0.443767767282485 0.107 0.266 2.17184764742094e-09
CTBP2 6.22985942081302e-14 -0.372268208697094 0.133 0.288 2.27938096488707e-09
JARID2 6.31691596221412e-14 -0.234694015734328 0.255 0.431 2.3112332122549e-09
TANGO6 6.3195872011842e-14 -0.448144309486742 0.12 0.267 2.31221056516927e-09
TAX1BP1 6.40948771696629e-14 -0.291789414938063 0.186 0.357 2.34510336588363e-09
KDM5B 7.26922580698383e-14 -0.499210758359412 0.109 0.254 2.65966433825924e-09
SCLT1 7.33598456998774e-14 -0.418564556302826 0.155 0.307 2.68409003446711e-09
R3HDM1 7.36470381273917e-14 -0.280041610337209 0.369 0.532 2.69459783100501e-09
TAOK3 7.76962856433442e-14 -0.190686234023742 0.294 0.48 2.84275169911868e-09
HOMER1 8.05474584088536e-14 -0.617333273857552 0.206 0.341 2.94707040826314e-09
KIAA0930 8.14193579186799e-14 1.0171931009555 0.314 0.338 2.97897146752866e-09
PPP2R5E 8.90424315327546e-14 -0.219659203914071 0.223 0.395 3.25788448492043e-09
SYT16 8.94626153958296e-14 -0.49059608021415 0.218 0.337 3.27325817210261e-09
RAB3C 9.02792226839638e-14 -0.602621616399481 0.218 0.334 3.30313619956087e-09
APBA2 9.05793462308259e-14 -0.324850397223614 0.223 0.372 3.31411711989346e-09
FAM184A 9.07514432998193e-14 -0.691099504809695 0.139 0.276 3.32041380745379e-09
BCKDHB 9.16159877631434e-14 -0.343327428493291 0.169 0.336 3.35204576027789e-09
RAC1 9.46987365509942e-14 -0.397985603060526 0.18 0.345 3.46483737292778e-09
SEC24B 9.49080878863632e-14 -0.256930311247164 0.145 0.316 3.47249711958626e-09
BASP1 9.71306934738059e-14 -0.592008293716244 0.276 0.406 3.55381781281961e-09
DLGAP4 9.78960458576623e-14 -0.387874879919838 0.198 0.344 3.58182052584015e-09
EPHB1 9.84873797902688e-14 -0.6665632011002 0.144 0.271 3.60345625176635e-09
BSN 1.07324230416716e-13 -0.682503803966271 0.146 0.275 3.92677894248681e-09
KDM4B 1.08738130315713e-13 -0.446526712760657 0.105 0.257 3.9785107119913e-09
CHRM3 1.12618244551605e-13 -0.59312487979741 0.267 0.371 4.12047633165413e-09
SLC22A23 1.15870534031014e-13 -0.218819819357576 0.201 0.379 4.23947109912675e-09
SCMH1 1.17666336846777e-13 -0.269368974172766 0.238 0.388 4.30517593254988e-09
HIPK3 1.20832427130668e-13 -0.391117160748844 0.109 0.265 4.42101684385688e-09
LRRFIP1 1.2332799303252e-13 -0.508399036313882 0.205 0.337 4.51232460907383e-09
TEAD1 1.34139662106227e-13 -0.347036559221294 0.22 0.377 4.90790195714265e-09
LMBRD2 1.36434456889569e-13 -0.663091720230908 0.125 0.265 4.99186390867554e-09
FBXL20 1.37066018215881e-13 -0.189816542187619 0.261 0.432 5.01497147448267e-09
DYM 1.39463003606188e-13 -0.153565344070449 0.279 0.454 5.1026723759432e-09
LRRC7 1.39851409041079e-13 -0.336722278011102 0.439 0.563 5.11688335399502e-09
NDFIP2 1.42758283203014e-13 -0.534878237505799 0.14 0.271 5.22324006583189e-09
CNOT4 1.43125958991483e-13 -0.241988800198742 0.166 0.339 5.23669258758039e-09
KCNIP4 1.43697798013538e-13 -0.394504936108732 0.397 0.548 5.25761503371931e-09
ARMH3 1.51556552964531e-13 -0.229935249086113 0.177 0.351 5.54515115986627e-09
NUTM2A-AS1 1.54764090495666e-13 0.958358276625029 0.317 0.339 5.66250854305544e-09
RGL1 1.58226392874486e-13 -0.256110963167863 0.243 0.419 5.78918726249171e-09
STIM1 1.58690864689242e-13 -0.609647014853109 0.12 0.261 5.80618135724997e-09
FAM169A 1.61989896832999e-13 -0.388201357737007 0.15 0.302 5.92688634532576e-09
USP14 1.65352980011987e-13 -0.343882771318521 0.128 0.288 6.04993483267859e-09
FAM171B 1.66520218860881e-13 -0.434552450655707 0.23 0.389 6.09264176768191e-09
CTDSPL 1.68948769637502e-13 -0.359711887322149 0.21 0.366 6.18149758349692e-09
AEBP2 1.70580354087686e-13 -0.332132865333077 0.281 0.425 6.24119399536024e-09
GPHN 1.75653110510165e-13 -0.163072712007015 0.549 0.684 6.4267960073459e-09
PPFIA2 1.79231325626903e-13 -0.310056643052226 0.425 0.557 6.55771574203711e-09
SUMF1 1.84311066730764e-13 -0.285045656679181 0.22 0.39 6.74357330954518e-09
RORA 1.84444887096145e-13 -0.419241571978162 0.533 0.651 6.74846952907375e-09
CPE 1.84947339882791e-13 -0.429769873014807 0.317 0.463 6.76685327163155e-09
MAP2K5 1.88087604398564e-13 -0.183616096392876 0.263 0.43 6.88174926973465e-09
SERPINI1 1.91991161345605e-13 -0.47845341836061 0.264 0.403 7.024572611313e-09
PPFIBP1 1.97433860268901e-13 -0.442348986209744 0.18 0.317 7.22371007951857e-09
MIR29B2CHG 1.98774884396436e-13 -0.315338633490452 0.154 0.307 7.2727754702968e-09
SND1 2.02737481308335e-13 -0.278439450180937 0.191 0.353 7.41775896610936e-09
FRY 2.16133824736997e-13 -0.449980837240132 0.263 0.395 7.90790437947726e-09
TSPYL1 2.22273266119028e-13 -0.701096241924113 0.183 0.318 8.13253426076299e-09
ANKS1A 2.25246614408564e-13 -0.347596975208931 0.2 0.364 8.24132312798053e-09
NKAIN3 2.28076725661428e-13 -0.813710714869502 0.186 0.288 8.34487123850032e-09
ATXN7L1 2.45041520478057e-13 -0.301933260602167 0.207 0.363 8.96557915125115e-09
EFNA5 2.54764994993678e-13 -0.47672681814304 0.29 0.413 9.3213416368287e-09
RAB6B 2.54893774690406e-13 -0.602726094450144 0.157 0.299 9.32605342837257e-09
GUCY1A2 2.56367831867461e-13 -0.674793161665999 0.198 0.317 9.37998623236665e-09
UBE2E3 2.56928498725526e-13 -0.262056780590488 0.19 0.356 9.40049991136956e-09
EXOC2 2.64876527283706e-13 -0.203176455209564 0.139 0.304 9.69130238025624e-09
JAZF1 2.82448932168054e-13 -0.2846813672317 0.326 0.473 1.03342415301648e-08
FAM214A 2.90224013875329e-13 -0.230513077432452 0.117 0.284 1.06187162196705e-08
PLEKHB2 2.93127099007122e-13 -0.558158621013694 0.114 0.255 1.07249342984726e-08
IGSF11 2.94234333636706e-13 -0.243762563013922 0.161 0.321 1.07654457990998e-08
CAMK2D 3.00397710374764e-13 -0.323545040117384 0.288 0.446 1.09909514271919e-08
GATAD2B 3.01457417705644e-13 -0.1925216444033 0.235 0.414 1.10297239990141e-08
MLLT10 3.02405776998604e-13 -0.187214213035959 0.289 0.457 1.10644225688249e-08
ATG10 3.12325830851066e-13 -0.20014513555976 0.111 0.268 1.14273774991788e-08
SGCZ 3.19306267520763e-13 -0.740460619571624 0.189 0.289 1.16827777160497e-08
CACNA1C 3.23351933599085e-13 -0.3925192465945 0.329 0.448 1.18308005465233e-08
GRIK2 3.29084111687e-13 -0.599623137506321 0.338 0.452 1.2040529478404e-08
ACSL3 3.37533424346943e-13 -0.182589486084386 0.25 0.428 1.23496729300059e-08
PDS5A 3.44585665936447e-13 -0.181920295781075 0.235 0.415 1.26077003452827e-08
APBA1 3.44863677471815e-13 -0.25242714293209 0.229 0.391 1.26178722313388e-08
MIR99AHG 3.56055969988543e-13 -0.376258342998267 0.526 0.661 1.30273758299408e-08
ARPC2 3.58898049700914e-13 -0.488023203614688 0.105 0.251 1.3131361842457e-08
CRMP1 3.64498938166046e-13 -0.58677211159559 0.124 0.264 1.33362871496193e-08
PCDH17 3.6586468612932e-13 -0.512389135410387 0.138 0.272 1.33862571360996e-08
CDK8 3.73655524983189e-13 -0.314421759708022 0.177 0.33 1.36713083480849e-08
PTPRE 3.78065086157137e-13 -0.487395697400351 0.2 0.338 1.38326453723173e-08
CERT1 3.78592520033744e-13 -0.210908813410875 0.174 0.348 1.38519431229946e-08
DENND4A 3.84846725164538e-13 -0.211629015333021 0.274 0.449 1.40807719803201e-08
LRFN5 3.91357824102413e-13 -0.554954548888544 0.263 0.375 1.43190000682591e-08
USP48 3.91838962637797e-13 -0.217748082915872 0.135 0.304 1.43366039649917e-08
CDKL5 3.95286428573447e-13 -0.301143357668829 0.233 0.383 1.44627398486453e-08
LARGE1 4.10116735172118e-13 -0.319516079731183 0.365 0.508 1.50053511064775e-08
PHKB 4.13098899484267e-13 -0.267481097269533 0.205 0.367 1.51144625343303e-08
ETNK1 4.22411877083855e-13 -0.210493600063489 0.173 0.346 1.54552057587441e-08
NEK1 4.30525352320587e-13 -0.176688593433884 0.164 0.339 1.57520615907056e-08
FRMD4B 4.43227492498337e-13 0.564342102390069 0.38 0.328 1.62168074955292e-08
ATP1B3 4.53450225716945e-13 -0.688195946420931 0.152 0.293 1.65908368585316e-08
MSRA 4.57333305057689e-13 -0.239964512070122 0.321 0.473 1.67329109654507e-08
CHM 4.62966644807541e-13 -0.278390050171318 0.134 0.289 1.69390236002183e-08
VPS45 4.68653259028183e-13 -0.299071213222116 0.146 0.306 1.71470854413231e-08
GNG7 4.77721240454764e-13 -0.390364988709335 0.2 0.374 1.74788647457589e-08
USP15 5.05808019947998e-13 -0.238937175589108 0.167 0.335 1.85065038338573e-08
WASL 5.12791220267997e-13 -0.49570911662702 0.116 0.26 1.87620051671655e-08
ACSL6 5.26413580417784e-13 -0.434298259923436 0.159 0.316 1.92604200803259e-08
PURA 5.55162278849474e-13 -0.29729042059128 0.178 0.35 2.03122774585445e-08
NSD3 5.63246548214472e-13 -0.187134324738665 0.278 0.45 2.06080647060711e-08
TMEM181 5.67341582230342e-13 -0.335464285704304 0.132 0.288 2.07578938106438e-08
KMT2A 5.83680681047409e-13 -0.157096374663224 0.281 0.45 2.13557087581626e-08
FZD3 5.84338418021647e-13 -0.465626543241704 0.182 0.323 2.1379774038576e-08
TERF2IP 5.86639632458238e-13 -0.314097104977473 0.224 0.391 2.1463970872382e-08
HSPA12A 5.89991877397845e-13 -0.292811797750484 0.217 0.363 2.15866228102324e-08
UTRN 6.0846458910265e-13 -0.575197888136547 0.166 0.291 2.22625023860877e-08
ME3 6.10997972222958e-13 -0.508218581809379 0.142 0.27 2.23551938076936e-08
BMERB1 6.28039354607276e-13 -0.255221366289092 0.25 0.403 2.2978703906371e-08
DCAF6 6.37491069446137e-13 -0.389982405772632 0.197 0.345 2.33245232488952e-08
KIF16B 6.44666288652617e-13 -0.290955712757834 0.133 0.291 2.35870501692219e-08
TNRC6A 6.48556080410451e-13 -0.158510934134159 0.531 0.671 2.37293698700576e-08
GABBR1 6.78284713354292e-13 -0.388051992682459 0.196 0.357 2.48170810922068e-08
PRKAG2 6.78855571521954e-13 -0.603502155079921 0.189 0.31 2.48379676508453e-08
TMTC2 7.15778543588765e-13 0.600894635423959 0.584 0.558 2.61889053528257e-08
SNAP25 7.52111978978611e-13 -0.449858045375747 0.423 0.543 2.75182730868694e-08
GBF1 7.89974948401739e-13 -0.233686099291645 0.167 0.334 2.89036034121228e-08
IMMP2L 7.94635571243044e-13 -0.282340891197972 0.376 0.52 2.90741262806405e-08
GTF2IRD1 8.19454081173438e-13 -0.466124086971094 0.113 0.254 2.99821859219738e-08
VPS41 8.3393582058445e-13 -0.222635500525996 0.191 0.35 3.05120438035439e-08
RAB1A 8.48526064339131e-13 -0.307673790567868 0.196 0.37 3.10458716420401e-08
LINC01278 8.62100355192485e-13 -0.26471660955316 0.236 0.386 3.15425277957826e-08
ZNF438 8.80052191333673e-13 -0.324290170419042 0.128 0.276 3.21993495765164e-08
DHX36 8.80995524291034e-13 -0.27109820019367 0.12 0.277 3.22338642427603e-08
PCDH10 8.85373909329165e-13 -0.363923768437 0.115 0.254 3.23940605945355e-08
GARNL3 8.95488771390046e-13 -0.182318187589723 0.285 0.453 3.2764143167619e-08
EDIL3 8.96236022316076e-13 0.513315039545342 0.512 0.471 3.27914835845006e-08
CLIP1 9.17795336459442e-13 -0.303730279513956 0.209 0.371 3.35802957703781e-08
PAPOLA 9.38044861287191e-13 -0.230453922553486 0.15 0.321 3.43211853847758e-08
REEP1 9.83969773238418e-13 -0.573095767072859 0.152 0.277 3.60014860632472e-08
ZHX2 1.00736925294676e-12 -0.357106245358533 0.152 0.3 3.68576262268162e-08
NCALD 1.01154744180152e-12 -0.465058792600821 0.269 0.387 3.70104978006339e-08
GMDS 1.02720920653142e-12 -0.363852376883768 0.215 0.354 3.75835304485716e-08
TMEM232 1.11820670632312e-12 -0.444165703785282 0.225 0.361 4.09129469709503e-08
AHCTF1 1.12038758707953e-12 -0.213753221712431 0.098 0.25 4.09927410360658e-08
RAD9A 1.13605500290494e-12 -0.411272861586053 0.13 0.274 4.15659804462859e-08
PLEKHM3 1.13663456096267e-12 -0.238109455179835 0.158 0.319 4.15871853165022e-08
EEA1 1.13960537377368e-12 -0.320177708947063 0.12 0.275 4.16958814156312e-08
ARHGEF11 1.14850895476276e-12 -0.301560235585578 0.176 0.329 4.202164563686e-08
ENPP2 1.17148943034203e-12 0.81605799615974 0.271 0.221 4.2862455277354e-08
TBC1D4 1.17291331722069e-12 -0.484860237453151 0.14 0.277 4.29145524504704e-08
UBAC2 1.18804402725749e-12 -0.38490319099163 0.169 0.32 4.34681548692969e-08
DIPK1A 1.19617034897498e-12 -0.281348762028698 0.208 0.367 4.37654807282964e-08
KLHL5 1.21016649779517e-12 -0.349947374666285 0.171 0.316 4.42775718213295e-08
FBXW11 1.22218458480016e-12 -0.239842556024118 0.186 0.351 4.47172895886684e-08
LONRF2 1.253066871355e-12 -0.526200251835305 0.188 0.327 4.58472106891368e-08
ZNF483 1.38349567261628e-12 -0.363762786542913 0.212 0.358 5.06193396696845e-08
FNIP2 1.38847394647811e-12 -0.292083056997623 0.186 0.349 5.08014847537412e-08
MARK1 1.43405271610943e-12 -0.415814032622774 0.205 0.338 5.2469120777012e-08
WWC2 1.4576337914793e-12 -0.304697224290465 0.128 0.271 5.33319051626446e-08
PHF3 1.47962076966043e-12 -0.263151063447536 0.149 0.309 5.41363647203357e-08
KCNQ5 1.48828178371168e-12 -0.522888200155588 0.304 0.416 5.44532539024429e-08
MNAT1 1.55467135686737e-12 -0.18946951417664 0.271 0.424 5.68823156050635e-08
TMEM178A 1.56596399152661e-12 -0.665609370169888 0.132 0.25 5.72954905219756e-08
GPR155 1.58471619558997e-12 -0.590991697025258 0.181 0.31 5.79815961642459e-08
KHDRBS2 1.60363771426837e-12 -0.552415220604064 0.292 0.405 5.86738966896512e-08
CACNA1B 1.61488253522981e-12 -0.46985682962143 0.271 0.382 5.90853221989881e-08
DLGAP2 1.67701843442565e-12 -0.517217541175404 0.289 0.4 6.13587504787658e-08
PTGES3 1.73168413945279e-12 -0.409640823215727 0.127 0.279 6.33588592942988e-08
ZHX3 1.75468714808291e-12 -0.281730154480948 0.233 0.403 6.42004933740575e-08
WASF3 1.77248359920492e-12 -0.364343211522467 0.151 0.301 6.48516299277096e-08
FMNL2 1.81444337522778e-12 0.540944533266125 0.711 0.708 6.6386854212834e-08
SYN2 1.84376239415731e-12 -0.501223498723914 0.309 0.409 6.74595784774277e-08
MAPK9 1.84734860987421e-12 -0.40939686370648 0.127 0.272 6.75907909380776e-08
STOX2 1.8481732119172e-12 -0.176812032841833 0.27 0.423 6.76209614776264e-08
STX12 1.85862155810951e-12 -0.382195399043407 0.128 0.279 6.80032455681108e-08
ARRB1 2.32374868399036e-12 -0.398220353634727 0.153 0.304 8.50213168498394e-08
ARHGEF9 2.33604889530402e-12 -0.500384695626033 0.177 0.324 8.54713569813836e-08
TIAM1 2.4235209718194e-12 -0.195607868025185 0.268 0.423 8.8671785316928e-08
LONP2 2.45566732622782e-12 -0.190521694056631 0.232 0.402 8.98479561320234e-08
DNM2 2.49616804493539e-12 -0.25443640897161 0.144 0.311 9.13297964280962e-08
HDAC8 2.53361850527294e-12 -0.222429473365152 0.267 0.43 9.27000338709262e-08
KCTD16 2.55780899718654e-12 -0.5089972459434 0.248 0.362 9.35851155890611e-08
CACNG8 2.63339723779351e-12 -0.596968378546777 0.144 0.269 9.63507381363888e-08
RAB10 2.85368410981068e-12 -0.186965436277131 0.197 0.371 1.04410594209753e-07
PSPC1 2.86014037955711e-12 -0.150054897449487 0.248 0.415 1.04646816207235e-07
HACE1 2.8871031725008e-12 -0.331177585160271 0.109 0.255 1.05633330875459e-07
HDAC4 2.96802963384517e-12 -0.185175612851577 0.232 0.396 1.08594268243127e-07
FAM219A 3.06684761562263e-12 -0.427310329225253 0.114 0.258 1.12209820560401e-07
CEP112 3.0783368668749e-12 -0.355129976345593 0.158 0.293 1.12630189285219e-07
THRB 3.08238564937219e-12 -0.315680312900596 0.347 0.476 1.1277832613923e-07
ARL15 3.12878571082821e-12 -0.340622379531084 0.29 0.425 1.14476011587783e-07
TRAPPC8 3.16048813490887e-12 -0.219782229677996 0.105 0.259 1.15635939880046e-07
MTA3 3.20414917488313e-12 -0.417875307985887 0.172 0.319 1.17233410010624e-07
TRPS1 3.20573695557378e-12 -0.27823574114077 0.245 0.407 1.17291503730533e-07
SIPA1L3 3.26175163608506e-12 -0.217321712432682 0.177 0.343 1.1934096886108e-07
OSBPL6 3.42330005077679e-12 -0.359784124089655 0.298 0.427 1.25251702257821e-07
FAM193A 3.54378999373826e-12 -0.185137517457486 0.161 0.328 1.29660188290895e-07
PITPNA 3.56235931158173e-12 -0.349669626213268 0.116 0.265 1.30339602492152e-07
NAP1L1 3.63429717056377e-12 -0.233614341446736 0.264 0.424 1.32971664876587e-07
THRAP3 3.92204568693312e-12 -0.366763765299318 0.111 0.261 1.43499807593509e-07
FAM168B 4.18924218358169e-12 -0.371563833849377 0.131 0.282 1.53275993012887e-07
SNRNP70 4.28890707996917e-12 -0.223997640072283 0.17 0.35 1.56922532241912e-07
TTC28 4.46290144864783e-12 -0.270296684075174 0.323 0.472 1.63288638203127e-07
HNRNPU 4.6304814381766e-12 -0.160190805346825 0.234 0.41 1.69420054860006e-07
IGF1R 4.6712560163981e-12 -0.154317084468565 0.328 0.493 1.70911915127974e-07
ATP2B1 4.76421554193034e-12 -0.399301170020001 0.348 0.488 1.74313118248147e-07
EPHA5 4.87123627830836e-12 -0.682218052747746 0.157 0.258 1.78228792950746e-07
RAPGEF4 4.96232943838511e-12 -0.413147769178463 0.287 0.4 1.81561709491634e-07
SH3KBP1 5.09342943954863e-12 -0.252394379822845 0.202 0.356 1.86358396334205e-07
FRAS1 5.15790806575847e-12 -0.718213697975421 0.158 0.258 1.88717540309971e-07
MYH10 5.19212253329884e-12 -0.46668168585728 0.211 0.338 1.89969379248338e-07
ATP13A3 5.28868120254051e-12 -0.38183432479369 0.121 0.268 1.93502267838552e-07
MAGI3 5.29446992605474e-12 -0.393122975131198 0.168 0.297 1.93714065654491e-07
NAP1L4 5.37497753286244e-12 -0.197737192214759 0.158 0.334 1.96659677972371e-07
QKI 5.55182275183893e-12 0.518107521674871 0.715 0.71 2.03130090844283e-07
TUBA1A 5.65459748012937e-12 0.97868188847796 0.295 0.316 2.06890412602973e-07
CACNA1A 5.74705484998608e-12 -0.452496370429039 0.325 0.428 2.10273242851291e-07
RUNX1T1 5.77346762583272e-12 -0.351560622239096 0.252 0.383 2.11239633493968e-07
PRUNE2 6.02202072156368e-12 0.655581954280931 0.425 0.425 2.20333694160572e-07
HTT 6.09766893658705e-12 -0.167544555537386 0.191 0.357 2.23101511051847e-07
CCSER1 6.22102807760801e-12 -0.485999510403759 0.363 0.463 2.27614975303522e-07
RNF150 6.47158847384455e-12 -0.530003575854138 0.187 0.314 2.36782479081025e-07
ZNRF3 6.47366274175879e-12 -0.609664301586196 0.149 0.292 2.36858372395471e-07
OLA1 6.54687362794647e-12 -0.208944746541787 0.202 0.36 2.39537012299305e-07
GNPTAB 6.66711230492901e-12 -0.442129683110095 0.143 0.279 2.43936305012743e-07
PRKCI 6.66732011369844e-12 -0.338566066685868 0.121 0.267 2.43943908319999e-07
RASAL2 6.7145010651344e-12 -0.27037985301826 0.338 0.479 2.45670164971137e-07
MAPKAP1 6.72492055378548e-12 -0.194427462935289 0.169 0.334 2.46051393221903e-07
C11orf49 6.91836370993306e-12 -0.263014002393861 0.235 0.387 2.53129091419031e-07
INO80 6.96801353939004e-12 -0.274104357125138 0.116 0.263 2.54945679379203e-07
U2SURP 7.07640232241164e-12 -0.203475749279906 0.129 0.294 2.58911408172397e-07
XKR6 7.11785994984828e-12 -0.279731807456728 0.304 0.431 2.60428259845049e-07
IPO7 7.4371697626819e-12 -0.268413591425441 0.108 0.257 2.72111167277005e-07
AC016831.7 7.52482016262547e-12 -0.560717435041191 0.143 0.278 2.75318120110141e-07
PTPRR 7.57489835185107e-12 -0.660426655462539 0.154 0.259 2.77150380897527e-07
AUTS2 7.66866735362913e-12 -0.173963083724263 0.668 0.767 2.80581201134583e-07
MTR 7.80004441772503e-12 -0.219707380335339 0.153 0.305 2.85388025155723e-07
RBM39 7.92659692691067e-12 -0.170483278973485 0.215 0.388 2.90018328361807e-07
DCLK2 8.05301974441748e-12 -0.247170755169125 0.277 0.427 2.94643886408747e-07
RPH3A 8.22234746732178e-12 -0.561482654685788 0.191 0.299 3.00839249134369e-07
GRIK4 8.47583995599501e-12 -0.384156941040995 0.123 0.252 3.10114032309945e-07
PRKRIP1 9.49932464928531e-12 -0.28801020434447 0.156 0.321 3.47561290268051e-07
PLEKHA5 9.80512939462935e-12 -0.334155639417901 0.331 0.455 3.58750074290699e-07
GAPDH 9.91848577333496e-12 0.760016327780185 0.375 0.384 3.6289755747478e-07
PRKAR1A 9.93410720133853e-12 -0.390476663069414 0.148 0.298 3.63469114282574e-07
ANO10 1.01410094494527e-11 -0.286550741952223 0.158 0.305 3.71039253736577e-07
GMDS-DT 1.04319048604959e-11 -0.210024570104154 0.233 0.396 3.81682535035823e-07
SLC4A10 1.06015908147624e-11 -0.434229345393736 0.295 0.393 3.87891004730527e-07
CAB39 1.06995827149904e-11 -0.249449150438429 0.148 0.302 3.91476332376068e-07
ME1 1.08351142599984e-11 -0.492170598075478 0.13 0.259 3.9643516054482e-07
ADCY9 1.10948350966499e-11 -0.328611031373962 0.155 0.297 4.05937826516227e-07
MICU1 1.12241726408617e-11 -0.29581278121723 0.234 0.379 4.10670028583848e-07
EPHA4 1.1324571405531e-11 -0.506908364909655 0.196 0.316 4.14343418585567e-07
BLCAP 1.14745164341607e-11 -0.522103031632097 0.118 0.256 4.19829607293073e-07
EFR3B 1.22294585440504e-11 -0.301498339770779 0.212 0.367 4.47451429209715e-07
TENM2 1.22721713215027e-11 -0.329340908715508 0.384 0.503 4.49014204311141e-07
GLYR1 1.25777563712666e-11 -0.29663705821965 0.104 0.254 4.60194950111904e-07
CLVS2 1.26096518325192e-11 -0.649887712099543 0.144 0.257 4.61361941248211e-07
RNF24 1.26732464370393e-11 -0.350456426575735 0.192 0.33 4.63688740638394e-07
PIK3C3 1.2790789785733e-11 -0.176292972964393 0.168 0.329 4.67989416680401e-07
CFDP1 1.28458536019287e-11 -0.260538993802845 0.104 0.253 4.70004091587367e-07
